method,config,instance,avg_best8,best8,worst8,std8
VNS,"iter=125;shake=4;ls=140",cap111_ss,1.2025e+06,1.18328e+06,1.21623e+06,9437.06
VNS,"iter=125;shake=6;ls=140",cap41_ss,1.57417e+06,1.56436e+06,1.58272e+06,6432.08
VNS,"iter=125;shake=6;ls=140",cap81_ss,1.19026e+06,1.18317e+06,1.19624e+06,4009.43
VNS,"iter=125;shake=6;ls=140",cap111_ss,1.2004e+06,1.19052e+06,1.20872e+06,5350.33
VNS,"iter=125;shake=8;ls=140",cap41_ss,1.57121e+06,1.56228e+06,1.58163e+06,6709.06
VNS,"iter=125;shake=8;ls=140",cap81_ss,1.19155e+06,1.18501e+06,1.19638e+06,3920.22
VNS,"iter=125;shake=8;ls=140",cap111_ss,1.20136e+06,1.18374e+06,1.21273e+06,11395.9
VNS,"iter=125;shake=10;ls=140",cap41_ss,1.57145e+06,1.56206e+06,1.58312e+06,6643.32
VNS,"iter=125;shake=10;ls=140",cap81_ss,1.19391e+06,1.18617e+06,1.2051e+06,5639.93
VNS,"iter=125;shake=10;ls=140",cap111_ss,1.20255e+06,1.18637e+06,1.22081e+06,11668.9
VNS,"iter=125;shake=2;ls=160",cap41_ss,1.57116e+06,1.5603e+06,1.58199e+06,7017.89
VNS,"iter=125;shake=2;ls=160",cap81_ss,1.19258e+06,1.1871e+06,1.1997e+06,3981.82
VNS,"iter=125;shake=2;ls=160",cap111_ss,1.20372e+06,1.18627e+06,1.2332e+06,12724
VNS,"iter=125;shake=4;ls=160",cap41_ss,1.57319e+06,1.5619e+06,1.62487e+06,19650
VNS,"iter=125;shake=4;ls=160",cap81_ss,1.18837e+06,1.18346e+06,1.19383e+06,3370.68
VNS,"iter=125;shake=4;ls=160",cap111_ss,1.20106e+06,1.18328e+06,1.20886e+06,7838.02
VNS,"iter=125;shake=6;ls=160",cap41_ss,1.57464e+06,1.56553e+06,1.59898e+06,9903.86
VNS,"iter=125;shake=6;ls=160",cap81_ss,1.19167e+06,1.18395e+06,1.19615e+06,3785.96
VNS,"iter=125;shake=6;ls=160",cap111_ss,1.19739e+06,1.18724e+06,1.20642e+06,6068.82
VNS,"iter=125;shake=8;ls=160",cap41_ss,1.57283e+06,1.56221e+06,1.58813e+06,8010.55
VNS,"iter=125;shake=8;ls=160",cap81_ss,1.19314e+06,1.186e+06,1.20031e+06,4920.19
VNS,"iter=125;shake=8;ls=160",cap111_ss,1.20068e+06,1.18671e+06,1.22685e+06,12308.8
VNS,"iter=125;shake=10;ls=160",cap41_ss,1.56852e+06,1.55975e+06,1.57998e+06,5687.57
VNS,"iter=125;shake=10;ls=160",cap81_ss,1.19061e+06,1.18326e+06,1.19841e+06,5387.93
VNS,"iter=125;shake=10;ls=160",cap111_ss,1.19944e+06,1.18956e+06,1.2079e+06,6037.85
VNS,"iter=125;shake=2;ls=180",cap41_ss,1.56741e+06,1.56039e+06,1.57329e+06,4487.22
VNS,"iter=125;shake=2;ls=180",cap81_ss,1.18754e+06,1.1838e+06,1.19393e+06,3068.98
VNS,"iter=125;shake=2;ls=180",cap111_ss,1.19117e+06,1.18278e+06,1.20302e+06,5445.64
VNS,"iter=125;shake=4;ls=180",cap41_ss,1.57018e+06,1.56191e+06,1.58448e+06,8343.56
VNS,"iter=125;shake=4;ls=180",cap81_ss,1.18997e+06,1.18314e+06,1.19722e+06,4493.33
VNS,"iter=125;shake=4;ls=180",cap111_ss,1.19317e+06,1.17935e+06,1.2051e+06,7979.23
VNS,"iter=125;shake=6;ls=180",cap41_ss,1.5719e+06,1.56299e+06,1.58348e+06,7321.57
VNS,"iter=125;shake=6;ls=180",cap81_ss,1.18908e+06,1.1808e+06,1.19411e+06,4264.23
VNS,"iter=125;shake=6;ls=180",cap111_ss,1.20325e+06,1.1903e+06,1.21968e+06,7785.27
VNS,"iter=125;shake=8;ls=180",cap41_ss,1.57179e+06,1.56141e+06,1.59222e+06,10831.4
VNS,"iter=125;shake=8;ls=180",cap81_ss,1.18841e+06,1.18441e+06,1.19044e+06,2048.26
VNS,"iter=125;shake=8;ls=180",cap111_ss,1.19573e+06,1.18213e+06,1.20572e+06,7434.16
VNS,"iter=125;shake=10;ls=180",cap41_ss,1.57003e+06,1.56043e+06,1.58912e+06,9115.93
VNS,"iter=125;shake=10;ls=180",cap81_ss,1.19028e+06,1.18616e+06,1.19543e+06,3247.78
VNS,"iter=125;shake=10;ls=180",cap111_ss,1.20039e+06,1.19241e+06,1.20774e+06,5199.83
VNS,"iter=160;shake=2;ls=85",cap41_ss,1.58268e+06,1.57016e+06,1.62971e+06,18415.4
VNS,"iter=160;shake=2;ls=85",cap81_ss,1.19249e+06,1.18553e+06,1.20183e+06,5577.95
VNS,"iter=160;shake=2;ls=85",cap111_ss,1.20589e+06,1.19127e+06,1.22238e+06,9699.89
VNS,"iter=160;shake=4;ls=85",cap41_ss,1.57081e+06,1.5618e+06,1.5843e+06,6321.99
VNS,"iter=160;shake=4;ls=85",cap81_ss,1.19492e+06,1.18485e+06,1.2019e+06,5269.51
VNS,"iter=160;shake=4;ls=85",cap111_ss,1.2097e+06,1.19295e+06,1.21895e+06,7328.2
VNS,"iter=160;shake=6;ls=85",cap41_ss,1.5764e+06,1.56279e+06,1.61548e+06,15867.7
VNS,"iter=160;shake=6;ls=85",cap81_ss,1.19658e+06,1.19049e+06,1.20598e+06,4810.43
VNS,"iter=160;shake=6;ls=85",cap111_ss,1.20871e+06,1.18987e+06,1.22735e+06,10999.8
VNS,"iter=160;shake=8;ls=85",cap41_ss,1.58055e+06,1.56265e+06,1.59421e+06,12144.6
VNS,"iter=160;shake=8;ls=85",cap81_ss,1.19643e+06,1.18985e+06,1.20243e+06,4606.21
VNS,"iter=160;shake=8;ls=85",cap111_ss,1.21425e+06,1.20407e+06,1.22816e+06,8346.48
VNS,"iter=160;shake=10;ls=85",cap41_ss,1.57359e+06,1.56488e+06,1.59061e+06,10033.6
VNS,"iter=160;shake=10;ls=85",cap81_ss,1.19399e+06,1.18518e+06,1.20754e+06,6604.98
VNS,"iter=160;shake=10;ls=85",cap111_ss,1.20551e+06,1.18603e+06,1.21896e+06,10931.5
VNS,"iter=160;shake=2;ls=105",cap41_ss,1.56974e+06,1.56145e+06,1.5822e+06,8035.23
VNS,"iter=160;shake=2;ls=105",cap81_ss,1.19101e+06,1.18509e+06,1.20196e+06,5237.01
VNS,"iter=160;shake=2;ls=105",cap111_ss,1.20251e+06,1.18858e+06,1.22109e+06,10963.5
VNS,"iter=160;shake=4;ls=105",cap41_ss,1.57519e+06,1.5621e+06,1.58821e+06,8283.07
VNS,"iter=160;shake=4;ls=105",cap81_ss,1.1923e+06,1.18495e+06,1.20005e+06,5424.54
VNS,"iter=160;shake=4;ls=105",cap111_ss,1.20626e+06,1.19222e+06,1.23724e+06,13596.1
VNS,"iter=160;shake=6;ls=105",cap41_ss,1.57108e+06,1.56527e+06,1.58154e+06,6264.76
VNS,"iter=160;shake=6;ls=105",cap81_ss,1.19365e+06,1.1844e+06,1.20011e+06,4563.62
VNS,"iter=160;shake=6;ls=105",cap111_ss,1.1971e+06,1.18451e+06,1.20757e+06,7520.78
VNS,"iter=160;shake=8;ls=105",cap41_ss,1.57484e+06,1.56575e+06,1.58617e+06,7048.4
VNS,"iter=160;shake=8;ls=105",cap81_ss,1.19292e+06,1.19057e+06,1.1967e+06,2008.5
VNS,"iter=160;shake=8;ls=105",cap111_ss,1.20845e+06,1.19261e+06,1.22121e+06,8392.99
VNS,"iter=160;shake=10;ls=105",cap41_ss,1.56875e+06,1.5607e+06,1.57602e+06,5520.91
VNS,"iter=160;shake=10;ls=105",cap81_ss,1.19698e+06,1.18702e+06,1.20964e+06,6471.52
VNS,"iter=160;shake=10;ls=105",cap111_ss,1.2002e+06,1.19077e+06,1.21623e+06,7724.17
VNS,"iter=160;shake=2;ls=125",cap41_ss,1.56875e+06,1.56208e+06,1.57839e+06,4717.96
VNS,"iter=160;shake=2;ls=125",cap81_ss,1.1946e+06,1.18809e+06,1.20355e+06,4923.93
VNS,"iter=160;shake=2;ls=125",cap111_ss,1.2002e+06,1.18407e+06,1.21228e+06,9284
VNS,"iter=160;shake=4;ls=125",cap41_ss,1.57256e+06,1.56187e+06,1.58032e+06,6264.13
VNS,"iter=160;shake=4;ls=125",cap81_ss,1.18874e+06,1.18563e+06,1.194e+06,2734.27
VNS,"iter=160;shake=4;ls=125",cap111_ss,1.19782e+06,1.18591e+06,1.20901e+06,6846.03
VNS,"iter=160;shake=6;ls=125",cap41_ss,1.57088e+06,1.56255e+06,1.57793e+06,5654.14
VNS,"iter=160;shake=6;ls=125",cap81_ss,1.19294e+06,1.18896e+06,1.19972e+06,3622.7
VNS,"iter=160;shake=6;ls=125",cap111_ss,1.20227e+06,1.18965e+06,1.21749e+06,8170.87
VNS,"iter=160;shake=8;ls=125",cap41_ss,1.57264e+06,1.56442e+06,1.59219e+06,9124.96
VNS,"iter=160;shake=8;ls=125",cap81_ss,1.19056e+06,1.18608e+06,1.19897e+06,4085.08
VNS,"iter=160;shake=8;ls=125",cap111_ss,1.19578e+06,1.18196e+06,1.23007e+06,14897.6
VNS,"iter=160;shake=10;ls=125",cap41_ss,1.57631e+06,1.56117e+06,1.60284e+06,11909.3
VNS,"iter=160;shake=10;ls=125",cap81_ss,1.18612e+06,1.18345e+06,1.19229e+06,3321.22
VNS,"iter=160;shake=10;ls=125",cap111_ss,1.19513e+06,1.17957e+06,1.20943e+06,11187.9
VNS,"iter=160;shake=2;ls=145",cap41_ss,1.56594e+06,1.56085e+06,1.57032e+06,2893.13
VNS,"iter=160;shake=2;ls=145",cap81_ss,1.19069e+06,1.18145e+06,1.20327e+06,6681.74
VNS,"iter=160;shake=2;ls=145",cap111_ss,1.19847e+06,1.189e+06,1.21118e+06,7332.84
VNS,"iter=160;shake=4;ls=145",cap41_ss,1.56672e+06,1.55975e+06,1.57481e+06,5255.16
VNS,"iter=160;shake=4;ls=145",cap81_ss,1.19056e+06,1.18197e+06,1.196e+06,4821.53
VNS,"iter=160;shake=4;ls=145",cap111_ss,1.19679e+06,1.1748e+06,1.22009e+06,18451.8
VNS,"iter=160;shake=6;ls=145",cap41_ss,1.57286e+06,1.56459e+06,1.58272e+06,5365.15
VNS,"iter=160;shake=6;ls=145",cap81_ss,1.18935e+06,1.18292e+06,1.19553e+06,4518.97
VNS,"iter=160;shake=6;ls=145",cap111_ss,1.20122e+06,1.19132e+06,1.21818e+06,8923.81
VNS,"iter=160;shake=8;ls=145",cap41_ss,1.5695e+06,1.56274e+06,1.57996e+06,6043.58
VNS,"iter=160;shake=8;ls=145",cap81_ss,1.19047e+06,1.18271e+06,1.19779e+06,5087.43
VNS,"iter=160;shake=8;ls=145",cap111_ss,1.19374e+06,1.17586e+06,1.20315e+06,7693.07
VNS,"iter=160;shake=10;ls=145",cap41_ss,1.5731e+06,1.56291e+06,1.58211e+06,6464.64
VNS,"iter=160;shake=10;ls=145",cap81_ss,1.18906e+06,1.18499e+06,1.19754e+06,4091.16
VNS,"iter=160;shake=10;ls=145",cap111_ss,1.19568e+06,1.1825e+06,1.20494e+06,6335.1
VNS,"iter=200;shake=2;ls=60",cap41_ss,1.58018e+06,1.56418e+06,1.59822e+06,9534.49
VNS,"iter=200;shake=2;ls=60",cap81_ss,1.19609e+06,1.18878e+06,1.2048e+06,4412.18
VNS,"iter=200;shake=2;ls=60",cap111_ss,1.20974e+06,1.18914e+06,1.22544e+06,12223.6
VNS,"iter=200;shake=4;ls=60",cap41_ss,1.57101e+06,1.56465e+06,1.58354e+06,6019.04
VNS,"iter=200;shake=4;ls=60",cap81_ss,1.20022e+06,1.19005e+06,1.21426e+06,7550.44
VNS,"iter=200;shake=4;ls=60",cap111_ss,1.20331e+06,1.19171e+06,1.21378e+06,7646.28
VNS,"iter=200;shake=6;ls=60",cap41_ss,1.58481e+06,1.5623e+06,1.62358e+06,18275.9
VNS,"iter=200;shake=6;ls=60",cap81_ss,1.19376e+06,1.18425e+06,1.20009e+06,4809.31
VNS,"iter=200;shake=6;ls=60",cap111_ss,1.20671e+06,1.18996e+06,1.22588e+06,10511.7
VNS,"iter=200;shake=8;ls=60",cap41_ss,1.58546e+06,1.56869e+06,1.63173e+06,21035.3
VNS,"iter=200;shake=8;ls=60",cap81_ss,1.19908e+06,1.18783e+06,1.20479e+06,5906.69
VNS,"iter=200;shake=8;ls=60",cap111_ss,1.20752e+06,1.19334e+06,1.21946e+06,9176.04
VNS,"iter=200;shake=10;ls=60",cap41_ss,1.58108e+06,1.57308e+06,1.6007e+06,8627.48
VNS,"iter=200;shake=10;ls=60",cap81_ss,1.19621e+06,1.18791e+06,1.20887e+06,5513.88
VNS,"iter=200;shake=10;ls=60",cap111_ss,1.20133e+06,1.18696e+06,1.21482e+06,8750.67
VNS,"iter=200;shake=2;ls=80",cap41_ss,1.56953e+06,1.56411e+06,1.57574e+06,4528.95
VNS,"iter=200;shake=2;ls=80",cap81_ss,1.19297e+06,1.18386e+06,1.19922e+06,5457.28
VNS,"iter=200;shake=2;ls=80",cap111_ss,1.19771e+06,1.18703e+06,1.21149e+06,8049.55
VNS,"iter=200;shake=4;ls=80",cap41_ss,1.57986e+06,1.56585e+06,1.61822e+06,17438.6
VNS,"iter=200;shake=4;ls=80",cap81_ss,1.1945e+06,1.18796e+06,1.20678e+06,6976.96
VNS,"iter=200;shake=4;ls=80",cap111_ss,1.1998e+06,1.18832e+06,1.20703e+06,6515.97
VNS,"iter=200;shake=6;ls=80",cap41_ss,1.58112e+06,1.56499e+06,1.62814e+06,19123
VNS,"iter=200;shake=6;ls=80",cap81_ss,1.19581e+06,1.18849e+06,1.2084e+06,5457.58
VNS,"iter=200;shake=6;ls=80",cap111_ss,1.2125e+06,1.19141e+06,1.23552e+06,14816.8
VNS,"iter=200;shake=8;ls=80",cap41_ss,1.57469e+06,1.56611e+06,1.5942e+06,8388.59
VNS,"iter=200;shake=8;ls=80",cap81_ss,1.19458e+06,1.189e+06,1.20775e+06,5331.86
VNS,"iter=200;shake=8;ls=80",cap111_ss,1.2024e+06,1.19327e+06,1.2088e+06,4282.16
VNS,"iter=200;shake=10;ls=80",cap41_ss,1.5813e+06,1.56943e+06,1.6022e+06,12752.2
VNS,"iter=200;shake=10;ls=80",cap81_ss,1.19112e+06,1.18592e+06,1.2001e+06,4261.78
VNS,"iter=200;shake=10;ls=80",cap111_ss,1.20581e+06,1.19477e+06,1.21985e+06,6721.94
VNS,"iter=200;shake=2;ls=100",cap41_ss,1.56901e+06,1.56059e+06,1.57867e+06,6343.13
VNS,"iter=200;shake=2;ls=100",cap81_ss,1.18919e+06,1.18618e+06,1.1917e+06,1810.1
VNS,"iter=200;shake=2;ls=100",cap111_ss,1.20505e+06,1.19457e+06,1.23737e+06,13142.5
VNS,"iter=200;shake=4;ls=100",cap41_ss,1.57159e+06,1.56161e+06,1.59252e+06,9919.78
VNS,"iter=200;shake=4;ls=100",cap81_ss,1.19242e+06,1.18519e+06,1.19825e+06,4166.36
VNS,"iter=200;shake=4;ls=100",cap111_ss,1.20037e+06,1.18624e+06,1.21306e+06,7197.47
VNS,"iter=200;shake=6;ls=100",cap41_ss,1.57363e+06,1.56621e+06,1.58639e+06,6730.4
VNS,"iter=200;shake=6;ls=100",cap81_ss,1.19052e+06,1.18603e+06,1.19584e+06,2958.85
VNS,"iter=200;shake=6;ls=100",cap111_ss,1.19641e+06,1.18484e+06,1.20131e+06,4846.98
VNS,"iter=200;shake=8;ls=100",cap41_ss,1.5709e+06,1.5622e+06,1.58683e+06,8785.27
VNS,"iter=200;shake=8;ls=100",cap81_ss,1.19242e+06,1.18633e+06,1.19868e+06,4285.38
VNS,"iter=200;shake=8;ls=100",cap111_ss,1.19811e+06,1.19163e+06,1.20738e+06,4925.19
VNS,"iter=200;shake=10;ls=100",cap41_ss,1.56787e+06,1.56174e+06,1.58285e+06,5944.97
VNS,"iter=200;shake=10;ls=100",cap81_ss,1.19043e+06,1.18612e+06,1.20007e+06,4642
VNS,"iter=200;shake=10;ls=100",cap111_ss,1.20195e+06,1.19676e+06,1.21348e+06,4888.66
VNS,"iter=200;shake=2;ls=120",cap41_ss,1.57979e+06,1.5618e+06,1.64908e+06,27700
VNS,"iter=200;shake=2;ls=120",cap81_ss,1.18653e+06,1.18074e+06,1.19156e+06,3435.95
VNS,"iter=200;shake=2;ls=120",cap111_ss,1.2006e+06,1.19172e+06,1.21414e+06,8231.94
VNS,"iter=200;shake=4;ls=120",cap41_ss,1.57088e+06,1.5645e+06,1.58602e+06,6937.07
VNS,"iter=200;shake=4;ls=120",cap81_ss,1.19146e+06,1.18585e+06,1.19719e+06,4568.05
VNS,"iter=200;shake=4;ls=120",cap111_ss,1.19865e+06,1.18814e+06,1.20756e+06,7106.51
VNS,"iter=200;shake=6;ls=120",cap41_ss,1.57603e+06,1.56271e+06,1.61619e+06,16226.5
VNS,"iter=200;shake=6;ls=120",cap81_ss,1.19209e+06,1.18636e+06,1.20001e+06,4513.04
VNS,"iter=200;shake=6;ls=120",cap111_ss,1.19507e+06,1.18149e+06,1.21624e+06,11832.3
VNS,"iter=200;shake=8;ls=120",cap41_ss,1.56922e+06,1.56395e+06,1.57729e+06,3535.38
VNS,"iter=200;shake=8;ls=120",cap81_ss,1.1915e+06,1.189e+06,1.19817e+06,2678.22
VNS,"iter=200;shake=8;ls=120",cap111_ss,1.19594e+06,1.18149e+06,1.20556e+06,7689.95
VNS,"iter=200;shake=10;ls=120",cap41_ss,1.56537e+06,1.56059e+06,1.56812e+06,2209.87
VNS,"iter=200;shake=10;ls=120",cap81_ss,1.18911e+06,1.18487e+06,1.19721e+06,3642.49
VNS,"iter=200;shake=10;ls=120",cap111_ss,1.19223e+06,1.18378e+06,1.20062e+06,5744.05
